id,Codigo Especie,Familia,especie,nombre,sinonimo,uicn,endemismo,migracion
312,UTPL_A0473,77,Myiothlypis fraseri,Gray-and-gold Warbler,Brasileuterus fraseri,null,BT,null
313,UTPL_A0079,77,Basileuterus trifasciatus,Three-banded Warbler,null,1,S-SO,null
314,UTPL_A0459,77,Myioborus miniatus,Slate-throated Whitestart,null,1,null,null
315,UTPL_A0632,78,Psarocolius wagleri,Chestnut-headed Oropendola,Zarinchus wagleri,null,null,null
316,UTPL_A0103,78,Cacicus cela,Yellow-rumped Cacique,null,1,null,null
317,UTPL_A0103,78,Cacicus cela,Yellow-rumped Cacique,null,1,null,null
318,UTPL_A0022,78,Amblycercus holosericeus,Yellow-billed Cacique,null,1,null,null
319,UTPL_A0365,78,Icterus mesomelas,Yellow-tailed Oriole,null,1,null,null
320,UTPL_A0252,78,Dives warszewiczi,Scrub Blackbird,null,1,null,null
321,UTPL_A0444,78,Molothrus oryzivorus,Giant Cowbird,Scaphidura oryzivora,1,null,null
322,UTPL_A0443,78,Molothrus bonariensis,Shiny Cowbird,null,1,null,null
323,UTPL_A0708,79,Sporagra magellanica,Hooded Siskin,Carduelis magellanica,1,null,null
324,UTPL_A0709,79,Sporagra siemiradzkii,Saffron Siskin,Carduelis siemiradzkii,2,BT,null
325,UTPL_A0710,79,Sporagra xanthrogastra,Yellow-bellied Siskin,null,null,null,null
326,UTPL_A0062,79,Astragalinus psaltria,Lesser Goldfinch,null,null,null,null
327,UTPL_A0278,79,Euphonia saturata,Orange-crowned Euphonia,null,1,null,null
328,UTPL_A0276,79,Euphonia laniirostris,Thick-billed Euphonia,null,1,null,null
329,UTPL_A0279,79,Euphonia xanthogaster,Orange-bellied Euphonia,null,1,null,null
330,UTPL_A0223,29,Crypturellus transfasciatus,Pale-browed Tinamou,null,3,BT,null
331,UTPL_A0492,29,Nothoprocta pentlandii,Andean Tinamou,null,1,null,null
332,UTPL_A0546,30,Penelope barbata,Bearded Guan,null,2,LVI,null
333,UTPL_A0520,30,Ortalis erythroptera,Rufous-headed Chachalaca,null,2,BT - RM,null
334,UTPL_A0134,35,Cathartes aura,Turkey Vulture,null,1,null,MB - C 
335,UTPL_A0210,35,Coragyps atratus,Black Vulture,null,1,null,null
336,UTPL_A0005,37,Accipiter ventralis,Plain-breasted Hawk,null,null,null,null
337,UTPL_A0002,37,Accipiter bicolor,Bicolored Hawk,null,1,null,null
338,UTPL_A0097,37,Buteogallus meridionalis,Savanna Hawk,null,1,null,null
339,UTPL_A0099,37,Buteogallus urubitinga,Great Black-Hawk,null,1,null,null
340,UTPL_A0098,37,Buteogallus solitarius,Solitary Eagle,null,3,null,null
341,UTPL_A0672,37,Rupornis magnirostris,Roadside Hawk,Bueteo magnirostris,1,null,null
342,UTPL_A0530,37,Parabuteo unicinctus,Harris’ Hawk,null,1,null,null
343,UTPL_A0634,37,Pseudastur occidentalis,Gray-backed Hawk,Leucopternis occidentalis,4,BT,null
344,UTPL_A0043,38,Aramides axillaris,Rufous-necked Wood-Rail,null,1,null,null
345,UTPL_A0536,41,Patagioenas fasciata,Band-tailed Pigeon,Columba fasciata,1,null,null
346,UTPL_A0394,41,Leptotila verreauxi,White-tipped Dove,null,1,null,null
347,UTPL_A0392,41,Leptotila ochraceiventris,Ochre-bellied Dove,null,2,BT,null
348,UTPL_A0309,41,Zentrygon frenata,White-throated Quail-Dove,null,1,null,null
349,UTPL_A0587,42,Piaya cayana,Squirrel Cuckoo,null,1,null,null
350,UTPL_A0217,42,Crotophaga sulcirostris,Groove-billed Ani,null,1,null,null
351,UTPL_A0765,42,Tapera naevia,Striped Cuckoo,null,1,null,null
352,UTPL_A0831,80,Tyto alba,Barn Owl,null,1,null,null
353,UTPL_A0424,43,Megascops roboratus,Peruvian Screech-Owl,Otus roboratus,1,BT,null
354,UTPL_A0173,43,Ciccaba virgata,Mottled Owl,null,1,null,null
355,UTPL_A0317,43,Glaucidium peruanum,Peruvian Pygmy-Owl,null,1,BT,null
356,UTPL_A0497,46,Nyctidromus albicollis,Common Pauraque,null,1,null,null
357,UTPL_A0728,47,Streptoprocne zonaris,White-collared Swift,null,1,null,null
358,UTPL_A0553,48,Phaethoris griseogularis,Gray-chinned Hermit,null,null,null,null
359,UTPL_A0557,48,Phaethornis syrmatophorus,Tawny-bellied Hermit,null,1,null,null
360,UTPL_A0193,48,Colibri coruscans,Sparkling Violetear,null,1,null,null
361,UTPL_A0007,48,Adelomyia melanogenys,Speckled Hummingbird,null,1,null,null
362,UTPL_A0395,48,Lesbia nuna,Green-tailed Trainbearer,null,1,null,null
363,UTPL_A0187,48,Coeligena iris,Rainbow Starfrontlet,null,1,S-SO,null
364,UTPL_A0512,48,Ocreatus underwoodii,Booted Racket-tail,null,1,null,null
365,UTPL_A0150,48,Chalybura buffonii,White-vented Plumeleteer,null,1,null,null
366,UTPL_A0016,48,Amazilia amazilia,Amazilia Hummingbird,null,1,null,null
367,UTPL_A0567,49,Pharomachrus auriceps,Golden-headed Quetzal,null,1,null,null
368,UTPL_A0812,49,Trogon melanurus,Black-tailed Trogon,null,1,null,null
369,UTPL_A0591,54,Picumnus sclateri,Ecuadorian Piculet,null,1,BT,null
370,UTPL_A0588,54,Picoides fumigatus,Smoky-brown Woodpecker,Veniliornis fumigatus/Leuconotopicus fumigatus,1,null,null
371,UTPL_A0191,54,Colaptes rubiginosus,Golden-olive Woodpecker,Piculus rubiginosus,1,null,null
372,UTPL_A0116,54,Campephilus gayaquilensis,Guayaquil Woodpecker,null,3,BT,null
373,UTPL_A0287,55,Falco sparverius,American Kestrel,null,1,null,null
374,UTPL_A0085,56,Brotogeris pyrrhopterus,Gray-cheeked Parakeet,null,4,BT,null
375,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
376,UTPL_A0640,56,Psittacara erythrogenys,Red-masked Parakeet,null,3,BT,null
377,UTPL_A0766,57,Taraba major,Great Antshrike,null,1,null,null
378,UTPL_A0779,57,Thamnophilus zarumae,'Chapman''s Antshrike',null,1,S-SO,null
379,UTPL_A0776,57,Thamnophilus bernardi,Collared Antshrike,Sakesporus bernardi,null,BT,null
380,UTPL_A0256,57,Dysithamnus mentalis,Plain Antvireo,null,1,null,null
381,UTPL_A0481,57,Myrmeciza griseiceps,Gray-headed Antbird,null,2,S-SO,null
382,UTPL_A0427,58,Melanopareia elegans,Elegant Crescentchest,null,1,BT,null
383,UTPL_A0324,59,Grallaria ruficapilla,Chestnut-crowned Antpitta,null,1,null,null
384,UTPL_A0327,59,Grallaria watkinsi,Watkins’ Antpitta,null,3,S-SO,null
385,UTPL_A0704,61,Sittasomus griseicapillus,Olivaceous Woodcreeper,null,1,null,null
386,UTPL_A0846,61,Xiphocolaptes promeropirhynchus,Strong-billed Woodcreeper,null,1,null,null
387,UTPL_A0121,61,Campylorhamphus trochilirostris,Red-billed Scythebill,null,1,null,null
388,UTPL_A0384,61,Lepidocolaptes lachrymiger,Montane Woodcreeper,null,null,null,null
389,UTPL_A0844,61,Xenops rutilans,Streaked Xenops,null,1,null,null
390,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,BT ssp,null
391,UTPL_A0740,61,Syndactyla ruficollis,Rufous-necked Foliage-gleaner,null,2,S-SO,null
392,UTPL_A0358,61,Hylocryptus erythrocephalus,Henna-hooded Foliage-gleaner,null,2,BT,null
393,UTPL_A0212,61,Cranioleuca antisiensis,Line-cheeked Spinetail,null,1,S-SO,null
394,UTPL_A0735,61,Synallaxis azarae,Azara’s Spinetail,null,1,null,null
395,UTPL_A0464,62,Myiopagis subplacens,Pacific Elaenia,null,1,BT,null
396,UTPL_A0119,62,Camptostoma obsoletum,Southern Beardless-Tyrannulet,null,1,null,null
397,UTPL_A0414,62,Mecocerculus calopterus,Rufous-winged Tyrannulet,null,1,BT,null
398,UTPL_A0281,62,Euscarthmus meloryphus,Tawny-crowned Pygmy-Tyrant,null,1,null,null
399,UTPL_A0853,62,Zimmerius flavidifrons,Loja Tyrannulet,null,null,null,null
400,UTPL_A0440,62,Mionectes striaticollis,Streak-necked Flycatcher,null,1,null,null
401,UTPL_A0438,62,Mionectes oleagineus,Ochre-bellied Flycatcher,null,1,null,null
402,UTPL_A0466,62,Myiophobus fasciatus,Bran-colored Flycatcher,null,1,null,null
403,UTPL_A0382,62,Lathrotriccus griseipectus,Gray-breasted Flycatcher,null,2,BT - RM,null
404,UTPL_A0207,62,Contopus fumigatus,Smoke-colored Pewee,null,1,null,null
405,UTPL_A0205,62,Contopus cinereus,Tropical Pewee,null,1,null,null
406,UTPL_A0471,62,Myiotheretes striaticollis,Streak-throated Bush-Tyrant,null,1,null,null
407,UTPL_A0479,62,Myiozetetes similis,Social Flycatcher,null,1,null,null
408,UTPL_A0420,62,Megarynchus pitangua,Boat-billed Flycatcher,null,1,null,null
409,UTPL_A0455,62,Myiarchus tuberculifer,Dusky-capped Flycatcher,null,1,null,null
410,UTPL_A0073,62,Attila torridus,Ochraceous Attila,null,2,BT,null
411,UTPL_A0522,65,Pachyramphus albogriseus,Black-and-white Becard,null,1,null,null
412,UTPL_A0524,65,Pachyramphus homochrous,One-colored Becard,null,1,null,null
413,UTPL_A0230,66,Cyclarhis gujanensis,Rufous-browed Peppershrike,null,1,null,null
414,UTPL_A0837,66,Vireo leucophrys,Brown-capped Vireo,null,1,null,null
415,UTPL_A0227,67,Cyanocorax mystacalis,White-tailed Jay,null,1,BT,null
416,UTPL_A0649,68,Pygochelidon cyanoleuca,Blue-and-white Swallow,Notiochelidon cyanoleuca,1,null,MA - C
417,UTPL_A0720,68,Stelgidopteryx ruficollis,Southern Rough-winged Swallow,null,1,null,null
418,UTPL_A0627,68,Progne chalybea,Gray-breasted Martin,null,1,null,null
419,UTPL_A0549,68,Petrochelidon rufocollaris,Chestnut-collared Swallow,null,1,BT,null
420,UTPL_A0807,69,Troglodytes aedon,House-Wren,null,1,null,null
421,UTPL_A0122,69,Campylorhynchus fasciatus,Fasciated Wren,Campylorhynchus fasciatus,1,BT,null
422,UTPL_A0136,72,Catharus fuscater,Slaty-backed Nightingale-Thrush,null,1,null,null
423,UTPL_A0137,72,Catharus ustulatus,'Swainson''s Thrush',null,1,null,MB
424,UTPL_A0826,72,Turdus reevei,Plumbeous-backed Thrush,null,1,BT,null
425,UTPL_A0823,72,Turdus maculirostris,Ecuadorian Thrush,null,1,BT,null
426,UTPL_A0824,72,Turdus nigriceps,Slaty Thrush,null,1,null,MA - C / MI
427,UTPL_A0821,72,Turdus fuscater,Great Thrush,null,1,null,null
428,UTPL_A0827,72,Turdus serranus,Glossy-black Thrush,null,1,null,null
429,UTPL_A0345,73,Hemispingus melanotis,Black-eared Hemispingus,null,1,null,null
430,UTPL_A0784,73,Thlypopsis ornata,Rufous-chested Tanager,null,1,null,null
431,UTPL_A0599,73,Pipraeidea melanonota,Fawn-breasted Tanager,null,1,null,null
432,UTPL_A0786,73,Thraupis episcopus,Blue-gray Tanager,null,1,null,null
433,UTPL_A0785,73,Thraupis cyanocephala,Blue-capped Tanager,null,1,null,null
434,UTPL_A0763,73,Tangara viridicollis,Silvery Tanager,null,1,null,null
435,UTPL_A0762,73,Tangara vassorii,Blue-and-black Tanager,null,1,null,null
436,UTPL_A0244,73,Diglossa albilatera,White-sided Flowerpiercer,null,1,null,null
437,UTPL_A0131,73,Catamblyrhynchus diadema,Plushcap,null,1,null,null
438,UTPL_A0840,73,Volatinia jacarina,Blue-black Grassquit,null,1,null,null
439,UTPL_A0714,73,Sporophila luctuosa,Black-and-white Seedeater,null,1,null,MI
440,UTPL_A0190,73,Coereba flaveola,Bananaquit,null,1,null,null
441,UTPL_A0679,74,Saltator nigriceps,Black-cowled Saltator,null,1,S-SO,null
442,UTPL_A0855,75,Zonotrichia capensis,Rufous-collared Sparrow,null,1,null,null
443,UTPL_A0051,75,Arremon abeillei,Black-capped Sparrow,null,1,BT - RM,null
444,UTPL_A0066,75,Atlapetes leucopterus,White-winged Brush-Finch,null,1,LVI,null
445,UTPL_A0069,75,Atlapetes seebohmi,Bay-crowned Brush-Finch,null,1,S-SO,null
446,UTPL_A0603,76,Piranga flava,Hepatic Tanager,null,1,null,MB
447,UTPL_A0568,76,Pheucticus chrysogaster,Southern Yellow-Grosbeak,null,1,null,null
448,UTPL_A0698,77,Setophaga pitiayumi,Tropical Parula,Parula pitiayumi,null,null,null
449,UTPL_A0696,77,Setophaga fusca,Blackburnian Warbler,Dendroica fusca,null,null,MB
450,UTPL_A0475,77,Myiothlypis nigrocristata,Black-crested Warbler,Brasileuterus negrocristata,null,null,null
451,UTPL_A0473,77,Myiothlypis fraseri,Gray-and-gold Warbler,Brasileuterus fraseri,null,BT,null
452,UTPL_A0079,77,Basileuterus trifasciatus,Three-banded Warbler,null,1,S-SO,null
453,UTPL_A0459,77,Myioborus miniatus,Slate-throated Whitestart,null,1,null,null
454,UTPL_A0631,78,Psarocolius angustifrons,Russet-backed Oropendola,null,1,null,null
455,UTPL_A0365,78,Icterus mesomelas,Yellow-tailed Oriole,null,1,null,null
456,UTPL_A0252,78,Dives warszewiczi,Scrub Blackbird,null,1,null,null
457,UTPL_A0443,78,Molothrus bonariensis,Shiny Cowbird,null,1,null,null
458,UTPL_A0708,79,Sporagra magellanica,Hooded Siskin,Carduelis magellanica,1,null,null
459,UTPL_A0312,37,Geranoaetus polyosoma,Variable Hawk,Buteo polyosoma,1,null,null
460,UTPL_A0688,81,Scytalopus latrans,Blackish Tapaculo,null,1,null,null
461,UTPL_A0800,62,Tolmomyias sulphurescens,Yellow-olive Flycatcher,null,1,null,null
462,UTPL_A0276,79,Euphonia laniirostris,Thick-billed Euphonia,null,1,null,null
463,UTPL_A0223,29,Crypturellus transfasciatus,Pale-browed Tinamou,null,3,BT,null
464,UTPL_A0682,82,Sarkidiornis melanotos,Comb Duck,null,1,null,null
465,UTPL_A0520,30,Ortalis erythroptera,Rufous-headed Chachalaca,null,2,BT - RM,null
466,UTPL_A0560,83,Phalacrocorax brasilianus,Neotropic Cormorant,null,1,null,null
467,UTPL_A0048,34,Ardea cocoi,Cocoi Heron,null,1,null,null
468,UTPL_A0047,34,Ardea alba,Great Egret,null,1,null,MB - C ?
469,UTPL_A0134,35,Cathartes aura,Turkey Vulture,null,1,null,MB - C 
470,UTPL_A0210,35,Coragyps atratus,Black Vulture,null,1,null,null
471,UTPL_A0681,35,Sarcoramphus papa,King Vulture,null,1,null,null
472,UTPL_A0005,37,Accipiter ventralis,Plain-breasted Hawk,null,null,null,null
473,UTPL_A0002,37,Accipiter bicolor,Bicolored Hawk,null,1,null,null
474,UTPL_A0099,37,Buteogallus urubitinga,Great Black-Hawk,null,1,null,null
475,UTPL_A0672,37,Rupornis magnirostris,Roadside Hawk,Bueteo magnirostris,1,null,null
476,UTPL_A0530,37,Parabuteo unicinctus,Harris’ Hawk,null,1,null,null
477,UTPL_A0312,37,Geranoaetus polyosoma,Variable Hawk,Buteo polyosoma,1,null,null
478,UTPL_A0634,37,Pseudastur occidentalis,Gray-backed Hawk,Leucopternis occidentalis,4,BT,null
479,UTPL_A0091,37,Buteo albonotatus,Zone-tailed Hawk,null,1,null,null
480,UTPL_A0006,40,Actitis macularius,Spotted Sandpiper,null,1,null,MB
481,UTPL_A0802,40,Tringa flavipes,Lesser Yellowlegs,null,1,null,MB
482,UTPL_A0197,41,Columbina buckleyi,Ecuadorian Ground-Dove,null,1,BT,null
483,UTPL_A0198,41,Columbina cruziana,Croaking Ground-Dove,null,1,null,null
484,UTPL_A0180,41,Claravis pretiosa,Blue Ground-Dove,null,1,null,null
485,UTPL_A0850,41,Zenaida auriculata,Eared Dove,null,1,null,null
486,UTPL_A0394,41,Leptotila verreauxi,White-tipped Dove,null,1,null,null
487,UTPL_A0392,41,Leptotila ochraceiventris,Ochre-bellied Dove,null,2,BT,null
488,UTPL_A0587,42,Piaya cayana,Squirrel Cuckoo,null,1,null,null
489,UTPL_A0217,42,Crotophaga sulcirostris,Groove-billed Ani,null,1,null,null
490,UTPL_A0765,42,Tapera naevia,Striped Cuckoo,null,1,null,null
491,UTPL_A0831,80,Tyto alba,Barn Owl,null,1,null,null
492,UTPL_A0317,43,Glaucidium peruanum,Peruvian Pygmy-Owl,null,1,BT,null
493,UTPL_A0498,46,Nyctidromus anthonyi,Scrub Nightjar,null,1,BT,null
494,UTPL_A0728,47,Streptoprocne zonaris,White-collared Swift,null,1,null,null
495,UTPL_A0147,47,Chaetura cinereiventris,Gray-rumped Swift,null,1,null,null
496,UTPL_A0341,48,Heliomaster longirostris,Long-billed Starthroat,null,1,null,null
497,UTPL_A0484,48,Myrmia micrura,Short-tailed Woodstar,null,1,BT,null
498,UTPL_A0016,48,Amazilia amazilia,Amazilia Hummingbird,null,1,null,null
499,UTPL_A0812,49,Trogon melanurus,Black-tailed Trogon,null,1,null,null
500,UTPL_A0419,50,Megaceryle torquata,Ringed Kingfisher,null,1,null,null
501,UTPL_A0158,50,Chloroceryle americana,Green Kingfisher,null,1,null,null
502,UTPL_A0445,51,Momotus momota,Amazonian Motmot,null,1,null,null
503,UTPL_A0591,54,Picumnus sclateri,Ecuadorian Piculet,null,1,BT,null
504,UTPL_A0835,54,Veniliornis callonotus,Scarlet-backed Woodpecker,null,1,BT,null
505,UTPL_A0191,54,Colaptes rubiginosus,Golden-olive Woodpecker,Piculus rubiginosus,1,null,null
506,UTPL_A0255,54,Dryocopus lineatus,Lineated Woodpecker,null,null,null,null
507,UTPL_A0116,54,Campephilus gayaquilensis,Guayaquil Woodpecker,null,3,BT,null
508,UTPL_A0351,55,Herpetotheres cachinnans,Laughing Falcon,null,1,null,null
509,UTPL_A0287,55,Falco sparverius,American Kestrel,null,1,null,null
510,UTPL_A0085,56,Brotogeris pyrrhopterus,Gray-cheeked Parakeet,null,4,BT,null
511,UTPL_A0593,56,Pionus chalcopterus,Bronze-winged Parrot,null,1,null,null
512,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
513,UTPL_A0640,56,Psittacara erythrogenys,Red-masked Parakeet,null,3,BT,null
514,UTPL_A0766,57,Taraba major,Great Antshrike,null,1,null,null
515,UTPL_A0776,57,Thamnophilus bernardi,Collared Antshrike,Sakesporus bernardi,null,BT,null
516,UTPL_A0427,58,Melanopareia elegans,Elegant Crescentchest,null,1,BT,null
517,UTPL_A0704,61,Sittasomus griseicapillus,Olivaceous Woodcreeper,null,1,null,null
518,UTPL_A0385,61,Lepidocolaptes souleyetii,Streak-headed Woodcreeper,null,1,null,null
519,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,BT ssp,null
520,UTPL_A0740,61,Syndactyla ruficollis,Rufous-necked Foliage-gleaner,null,2,S-SO,null
521,UTPL_A0738,61,Synallaxis tithys,Blackish-headed Spinetail,null,4,BT,null
522,UTPL_A0464,62,Myiopagis subplacens,Pacific Elaenia,null,1,BT,null
523,UTPL_A0119,62,Camptostoma obsoletum,Southern Beardless-Tyrannulet,null,1,null,null
524,UTPL_A0281,62,Euscarthmus meloryphus,Tawny-crowned Pygmy-Tyrant,null,1,null,null
525,UTPL_A0800,62,Tolmomyias sulphurescens,Yellow-olive Flycatcher,null,1,null,null
526,UTPL_A0466,62,Myiophobus fasciatus,Bran-colored Flycatcher,null,1,null,null
527,UTPL_A0382,62,Lathrotriccus griseipectus,Gray-breasted Flycatcher,null,2,BT - RM,null
528,UTPL_A0207,62,Contopus fumigatus,Smoke-colored Pewee,null,1,null,null
529,UTPL_A0205,62,Contopus cinereus,Tropical Pewee,null,1,null,null
530,UTPL_A0683,62,Sayornis nigricans,Black Phoebe,null,1,null,null
531,UTPL_A0652,62,Pyrocephalus rubinus,Vermilion Flycatcher,null,1,null,MA - C
532,UTPL_A0448,62,Muscigralla brevicauda,Short-tailed Field-Tyrant,null,1,null,null
533,UTPL_A0460,62,Myiodynastes bairdii,Baird’s Flycatcher,null,1,BT,null
534,UTPL_A0462,62,Myiodynastes maculatus,Streaked Flycatcher,null,1,null,MA - C
535,UTPL_A0420,62,Megarynchus pitangua,Boat-billed Flycatcher,null,1,null,null
536,UTPL_A0829,62,Tyrannus melancholicus,Tropical Kingbird,null,1,null,MA ? C
537,UTPL_A0453,62,Myiarchus phaeocephalus,Sooty-crowned Flycatcher,null,1,BT - RM,null
538,UTPL_A0522,65,Pachyramphus albogriseus,Black-and-white Becard,null,1,null,null
539,UTPL_A0524,65,Pachyramphus homochrous,One-colored Becard,null,1,null,null
540,UTPL_A0230,66,Cyclarhis gujanensis,Rufous-browed Peppershrike,null,1,null,null
541,UTPL_A0838,66,Vireo olivaceus,Red-eyed Vireo,null,1,null,MB - C / MA - C
542,UTPL_A0227,67,Cyanocorax mystacalis,White-tailed Jay,null,1,BT,null
543,UTPL_A0649,68,Pygochelidon cyanoleuca,Blue-and-white Swallow,Notiochelidon cyanoleuca,1,null,MA - C
544,UTPL_A0627,68,Progne chalybea,Gray-breasted Martin,null,1,null,null
545,UTPL_A0807,69,Troglodytes aedon,House-Wren,null,1,null,null
546,UTPL_A0122,69,Campylorhynchus fasciatus,Fasciated Wren,Campylorhynchus fasciatus,1,BT,null
547,UTPL_A0572,69,Pheugopedius sclateri,Speckle-breasted Wren,Thryothorus sclateri,null,BT - RM,null
548,UTPL_A0618,70,Polioptila plumbea,Tropical Gnatcatcher,null,1,null,null
549,UTPL_A0137,72,Catharus ustulatus,'Swainson''s Thrush',null,1,null,MB
550,UTPL_A0826,72,Turdus reevei,Plumbeous-backed Thrush,null,1,BT,null
551,UTPL_A0437,84,Mimus longicaudatus,Long-tailed Mockingbird,null,1,null,null
552,UTPL_A0786,73,Thraupis episcopus,Blue-gray Tanager,null,1,null,null
553,UTPL_A0700,73,Sicalis flaveola,Saffron Finch,null,1,null,null
554,UTPL_A0840,73,Volatinia jacarina,Blue-black Grassquit,null,1,null,null
555,UTPL_A0664,73,Rhodospingus cruentus,Crimson-breasted Finch,null,1,BT,MI
556,UTPL_A0190,73,Coereba flaveola,Bananaquit,null,1,null,null
557,UTPL_A0680,74,Saltator striatipectus,Streaked Saltator,null,1,null,null
558,UTPL_A0855,75,Zonotrichia capensis,Rufous-collared Sparrow,null,1,null,null
559,UTPL_A0051,75,Arremon abeillei,Black-capped Sparrow,null,1,BT - RM,null
560,UTPL_A0066,75,Atlapetes leucopterus,White-winged Brush-Finch,null,1,LVI,null
561,UTPL_A0064,75,Atlapetes albiceps,White-headed Brush-Finch,null,1,BT,null
562,UTPL_A0603,76,Piranga flava,Hepatic Tanager,null,1,null,MB
563,UTPL_A0568,76,Pheucticus chrysogaster,Southern Yellow-Grosbeak,null,1,null,null
564,UTPL_A0698,77,Setophaga pitiayumi,Tropical Parula,Parula pitiayumi,null,null,null
565,UTPL_A0473,77,Myiothlypis fraseri,Gray-and-gold Warbler,Brasileuterus fraseri,null,BT,null
566,UTPL_A0079,77,Basileuterus trifasciatus,Three-banded Warbler,null,1,S-SO,null
567,UTPL_A0364,78,Icterus graceannae,White-edged Oriole,null,1,BT,null
568,UTPL_A0252,78,Dives warszewiczi,Scrub Blackbird,null,1,null,null
569,UTPL_A0443,78,Molothrus bonariensis,Shiny Cowbird,null,1,null,null
570,UTPL_A0729,78,Sturnella bellicosa,Peruvian Meadowlark,null,1,null,null
571,UTPL_A0708,79,Sporagra magellanica,Hooded Siskin,Carduelis magellanica,1,null,null
572,UTPL_A0128,55,Caracara cheriway,Crested Caracara,null,1,null,null
573,UTPL_A0713,73,Sporophila corvina,Variable Seedeater,null,1,null,null
574,UTPL_A0276,79,Euphonia laniirostris,Thick-billed Euphonia,null,1,null,null
575,UTPL_A0223,29,Crypturellus transfasciatus,Pale-browed Tinamou,null,3,BT,null
576,UTPL_A0520,30,Ortalis erythroptera,Rufous-headed Chachalaca,null,2,BT - RM,null
577,UTPL_A0088,34,Bubulcus ibis,Cattle Egret,null,1,null,MB - C ?
578,UTPL_A0047,34,Ardea alba,Great Egret,null,1,null,MB - C ?
579,UTPL_A0259,34,Egretta thula,Snowy Egret,null,1,null,null
580,UTPL_A0134,35,Cathartes aura,Turkey Vulture,null,1,null,MB - C 
581,UTPL_A0210,35,Coragyps atratus,Black Vulture,null,1,null,null
582,UTPL_A0681,35,Sarcoramphus papa,King Vulture,null,1,null,null
583,UTPL_A0097,37,Buteogallus meridionalis,Savanna Hawk,null,1,null,null
584,UTPL_A0530,37,Parabuteo unicinctus,Harris’ Hawk,null,1,null,null
